Unnamed: 0,artist,seq,song,emotions,__index_level_0__,genre,predicted_emotions
50190,Alex Skolnick,"Up here in space
I'm looking down on you
My lasers trace
Everything you do

You think you've private lives
Think nothing of the kind
There is no true escape
I'm watching all the time

I'm made of metal
My circuits gleam
I am perpetual
I keep the country clean

I'm elected electric spy
I'm protected electric eye

Always in focus
You can't feel my stare
I zoom into you
You don't know I'm there

I take a pride in probing all your secret moves
My tearless retina takes pictures that can prove

I'm made of metal
My circuits gleam
I am perpetual
I keep the country clean

Electric eye, in the sky
Feel my stare, always there
There's nothing you can do about it
Develop and expose
I feed upon your every thought
And so my power grows

I'm made of metal
My circuits gleam
I am perpetual
I keep the country clean

Protected. Detective. Electric eye",Electric Eye,['fear'],30187,heavy metal,"{'anger': 0.41846904158592224, 'fear': 0.31227925419807434}"
34800,Christos Rafalides,"Day after day
Alone on a hill
The man with the foolish grin
Is keeping perfectly still
But nobody wants to know him
They can see that he's just a fool
And he never gives an answer

But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

Well on the way
Head in a cloud
The man of a thousand voices
Talking perfectly loud

But nobody ever hears him
Or the sounds he appears to make
And he never seems to notice

But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

And nobody seems to like him
They can tell what he wants to do
And he never shows his feelings

But the fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

He never listens to them
He knows that they're the fools
They don't like him

The fool on the hill
Sees the sun going down
And the eyes in his head
See the world spinning round

Oh",The Fool on the Hill,['sadness'],14797,Unknown,"{'sadness': 0.3366326093673706, 'disgust': 0.21221508085727692, 'neutral': 0.1715499609708786}"
3931,Cassandra Wilson,"From this valley they say you are going
We will miss your bright eyes and sweet smile
For they say you are taking the sunshine
That has brightened our pathways awhile

[Chorus]
Come and sit by my side, if you love me
Do not hasten to bid me adieu
Just remember the Red River Valley
And the cowboy who loved you so true

I've been thinking a long time, my darling
Of the sweet words you never would say
Now, alas, must my fond hopes all vanish
For they say you are gong away

Do you think of the valley you're leaving
O how lonely and how dreary it will be
And do you think of the kind hearts you're breaking
And the pain you are causing to me

[Chorus]

They will bury me where you have wandered
Near the hills where the daffodils grow
When you're gone from the Red River Valley
For I can't live without you I know

[Chorus]",Red River Valley,['sadness'],3931,jazz,{'sadness': 0.9626652002334595}
67920,Darkthrone,"Burn the crucifix.
Cremate the sould of the Virginborn
Freeze the shadow of ashes and let
it float away by the Thunder listener's
intense eyelash movements under their
concentration to open the cosmic lid
Cursh not only our surrounding walls
of curiosity, but also the hordes
of Blind Believers.",Iconoclasm Sweeps Cappadocia,['neutral'],47917,black metal,"{'neutral': 0.3926087021827698, 'disgust': 0.28485143184661865}"
56653,Daryll-Ann,"Hide away your love in anger
Low esteem without a warning
Kill the weak for worse for better
Till the morning comes around

She built the wall till no one's there
When everywhere there's anger
There's no one really there
Always on the losing end
Everyone's enacted from the start

Ride a wave one to remember
Rock the reef for such a long time
Catch the ride until September
Guard your gracious life


She built a wall what else is new
Where everyone's an actor
And everybody's cool
She's always on the losing end
Everyone's enacted from the start

She missed the ball what else is new
When everywhere there's anger
She's desperatly uncool
And always on the losing end
Everyone's enacted from the start
(And everyone is at the superstar)
Everyone's enacted from the start",Everybody's Cool,['anger'],36650,alternative rock,{'anger': 0.9630191922187805}
41129,Electric Wizard,"This barren earth defiled by man
Raped & tortured, yeah whatever man
Hatred, greed & misery
Is this to be, our foul destiny?
I wanna scream but I'm sick, this world inherited by the weak
But I don't care what you say all the flowers turned to black and died anyway...
It's Time To Die
Wake up baby it's time to die
Wake up children it's time to die, no more time to cry
This world is dead, seek your own way
I've a gun named Oblivion that'll take all the pain away
All our pain away...Yeah

It's Time To Die
We're all shadows in the darkness

Wake up baby it's time to die, I said
Wake the children it's Time To Die
It's time to die...DIE!!

Maybe I'm already dead.......
We're all shadows in the darkness",Time to Die,['anger'],21126,doom metal,{'anger': 0.5458994507789612}
65419,Xzibit,"(feat. Jelly Roll)

[Intro]
Ahhh! We bout to go this motherfuckin club tonight, why'knahmean?
Poke some motherfuckin hoes, why'knahmean?
Make sure them hoes, why'knahmean? Gon' act accordingly, why'knahmean?
Some nigga over there tryin to love one hoe
why'knahmean? You got one hoe!
Nigga youse a stone motherfuckin Jackson
Nigga youse a stony Jackson, you can't fuck with us
So nigga, tuck your tail and hide your hoe nigga

[Jelly Roll]
We parked our rides, in front of club
All these niggaz started givin us love
Sayin I'm the shit, Xzibit you the shit
Jelly Roll get 'em, can I be for real?
It's Strong Arm and Jelly Roll, cool for real
Yeah motherfucker, why don't you just chill
Cause I'm just coolin at the spot
Ain't much wrong plus you're makin it hot
I like shinin from all the grindin
Girl's best friend, man I'm just like diamonds
I like khakis and Air Force Ones
Gangsters in the hood with them air force guns
We poppin them tags, our pockets fat
We fin' to put the world in a shopping bag
Nigga X the man, and I'm the man
We tryin to make you love it, don't you understand?

[Chorus]
If you're with Strong Arm, you're really down with us
If you get high, then get a blunt and roll it up
Your hood's gon' ride, then let me see you throw it up
If you ready I'm ready see really we don't give a fuck
Get'cha ass up if you're really down with us
Girl you ain't cute, get on the floor and move your butt
The bar is open everybody's gettin drunk
If you're ready I'm ready see really we don't give a fuck

[Xzibit]
Another night in L.A., the homies all valet
We got it lookin the dub show in front of the place
Strong Arm + 75, we so deep we arrive
and then we swarm like you fucked with the hive
Gotta look a nigga right in the eyes, to tell the truth and the lies
Even the strong find it hard to survive
Another day another dollar we can walk on water
Better, drop your tone, you ain't nobody's father
Hotter than about a buck shot your carne asada
X burn down the town like a path of lava
Pathological drama so we got it inside
Is it the wine or the women it's so hard to decide
Look alive it's crackin; this is organized street hustlin
with corporate backin promotin interstate traffic (traffic)
Classic, smash out right
Cause live from Los Angeles it's Saturday Night

[Interlude]
Cause I, can get yo' ass on the floor
Cause this, is this the funk that you want?
The hand, it comes way up in the air
And wave 'em all around like you just don't caaaaaaaaare
Bitch, come off of those pots
Stop, shake that junk in your trunk
See you, can move this groovyville shit
The shake that makes the whollllle club flip

[Chorus]

[Xzibit]
You might get shot in the face if you don't stay in your place
You ain't a soldier like me you a fuckin disgrace
X move like a shark in the water, I'm dodgin death and disorder
I'll get you hit it won't cost me a quarter
I was sent here to strangle and slaughter in no particular order
Your big mouth might endanger your daughter
Another day another digit I'ma speak it and live it
Better get yourself a gun 'fore you fuck with Xzibit
Pockets shorter than a midget, you can fuckin forget it
X green light the target and easily hit it
Grab the zone and split it so we smokin them woods
Steady givin niggaz the business and keepin it hood
Firearms we packin, this is military mindstate
that's ready for action we mercenaries and assassins (blastin)
Clashin, smash out right
Cause live from Los Angeles it's Saturday Night

[Jelly Roll]
Let's hit the club and get it on tonight
Let's get drunk this is Saturday Night
Just got paid, shine my chrome up tight
Time to get it crackin, off the Henn' tonight
X is here, the gang is here
Jelly Roll production bangin crystal clear
I've been low, now check my highs
Million dollar niggaz right before yo' eyes

[Xzibit]
In Los Angeles, homey (it's Saturday Night)
In Houston, dogg (it's Saturday Night)
In Miami, mate (it's Saturday Night)
In Atlanta, shorty (it's Saturday Night)
In St. Louis, dirty (it's Saturday Night)
In New Orleans wodie, yo (it's Saturday Night)
In New York City, yo (it's Saturday Night)
Around the world baby, yo (it's Saturday Night)

[Outro]
On some straight motherfuckin pimpin shit, why'knahmean?",Saturday Night Live,['anger'],45416,hip-hop,{'anger': 0.635521650314331}
68925,Jackal & Hyde,"There's only two types of men
Pimps and John's
There's one type of bitch
That's a hoe

God damn hooker this is my world
God damn time to go
Where's my doe
It's startin to snow

All I want is the dollas
I've been a pimp so long ? gahndi had an afro
Pimp, hold my dick like a holster
Girls want a Kid Rock poster

And be able to both stay looked at
The number one pimp with the number one rap
What's up with that
Well I'm a cool cat

With the rap
That's harder than a pimp slap
And because I do so much pimpin
One day I'll probably walk with a limp

And drive a big Lincoln
Wearing an unbuttoned shirt
And be a fifty five year old pervert
But for now rap's the occupation
But watch one day I'll be Pimp Of The Nation

Hoes are rustlic
Daddy's in the house
We got hoes and hoes and hoes
Prices are low

We pratically given the coochie away
Shake the booty
Shake that booty
It's not a ? sell

It's a cake sell
God Damn It

Pimp of the Nation, I could be it
As a matter of a fact, I for see it
But only pimpin' hoes with the big tush
While you be left pimpin' Barbra Bush

What's up granny
First name Annie
Dried up cunt and a saggin fanny
The highlight of your sex adventures

You want to suck dicks take out your denchers
A show of life is all I'm givin
Old Pimp young hoes is how I'm livin
But for now rap's the occupation
But watch one day I'll be Pimp Of The Nation

I got all the hookers, God Damn It
I got Sensational Sherry, Juicy Lucy, Nasty Nancy, and Tammy Toe Jam
All of them ready, willing, and able to give the mack daddy the dollas
And all the coochie and kunts that's the sweet part
Hahahaha

I have hoes like horses in a stable
Rich, famous, willing, and able
First off Ja Ja Kubore
Different gore

Is my highest paying whore
And for some hot booty waxin
Fake Ass Latoya Jackson
Rosanne Barr is my newest trick

While on the beach I prune her with my dick
And the bitch who fucks with my cash
Robin Givens I'll rip your ass
Yeah Kid Rock, Kid Rock

Don't fuck with me
I'll be Pimp of the Nation, Bitch

One nation under a pimp
Gettin Paid 'cause suckers is pussy whipped
One nation under a pimp
Gettin Paid 'cause suckers is pussy whipped

One nation under a pimp
Gettin Paid 'cause suckers is pussy whipped
One nation under a pimp
Gettin Paid 'cause suckers is pussy whipped

Oh yeah who's pimpin out there
Ah huh
The Midwest is pimpin
Detroit is pimpin

Mt. Clemens is pimpin
Romeo is pimpin
The balck man he pimpin
Katie see he's pimpin

Bo your pimpin
I said Tom he's pimpin
Chuck and Murph their pimpin
D he's pimpin

Boner is pimpin
Ben he's pimpin
Ralph see is pimpin
The yound brothers are pimpin

Elie your pimpin
I said Tony your pimpin
Hey Chicago your pimpin
Mr. Lee your pimpin

My pops is pimpin
? D he's pimpin
Jay see he's pimpin
Diesy is pimpin

Dougie Doug is pimpin
D-Nice he's pimpin
Chuck Nice is pimpin
Barry White he's pimpin

New York is pimpin
I said Philly is pimpin
Oakland your pimpin
Too $hort your pimpin

Arseno Hall your pimpin
Eddie Murphy your pimpin
Jive your pimpin
RCA is pimpin

Top Dogg is pimpin
Michael Jackson, Ah you ain't pimpin shit Ah hah hah
Word em up
Word em up

Kid Rock
Kid, Kid Rock
Kid, Kid Rock
And I'm Pimp of the Nation

Hah hah Word
You stay on third base
I'm goin home with the bacon baby
Peace",Pimp of the Nation [*],['anger'],48922,Unknown,"{'neutral': 0.4459945857524872, 'anger': 0.28434446454048157}"
4060,The Bouncing Souls,"I created this thing in my mind.
Looking at it now I don't see why.
I threw away everything I had
And ""greener pastures"" is just a lie.
I realize all these things now that it's too late.
I guess that's part of the price I gotta pay.
I betrayed myself when I betrayed you.
I threw my life away
The day I turned my back on you.

I turned and ran away.
I turned and ran away from the truth,
The truth in everything.
Everything we used to do.
I never had reason to doubt you.
I loved everything about you.
If I could just take it back I would.
I threw my life away
The day I turned my back on you.

Believing my own lies,
I lost myself and I lost everythiing.
If I could just take it back I would.
I threw my life away
The day I turned my back on you.



",The Day I Turned My Back on You,['anger'],4060,punk rock,{'anger': 0.7230831980705261}
54016,Gary Moore,"Loneliness is your only friend.
A broken heart that just won't mend
is the price you pay.
It's hard to take when love grows old.
The days are long and the nights turn cold
when it fades away.
You hope that she will change her mind,
but the days drift on and on.
You'll never know the reason why she's gone.
You see her face in every crowd.
You hear her voice, but you're still proud,
so you turn away.
You tell yourself that you'll be strong.
But your heart tells you,
this time you're wrong.
You hope that she will change her mind,
but the days drift on and on.
You'll never know the reason why she's gone.
Empty rooms,
where we learn to live without love.
Empty rooms,
where we learn to live without love.
Empty rooms,
where we learn to live without love.
Empty rooms,
where we learn to live without love.
Empty rooms,
where we learn to live without love.
Empty rooms,
where we learn to live without love.
Empty rooms,
where we learn to live without love.
All alone in an empty room.
Lonliness is your only friend, hooh.
Oh, she's gone and you're at the end.",Empty Rooms,['sadness'],34013,blues,{'sadness': 0.8490169048309326}
67748,Patty Larkin,"Too bad that we
Never got over ourselves
Too bad that we
Never got a hold of ourselves

If wings were made for people
We would fly away together
We would fly away down the boulevard

If wings were made for people
No need to run for cover
We would fly away down the boulevard

Too bad that we
Never got a chance to believe
Too bad that you
Never got easy to leave

If wings were made for people
We would fly away together
We would fly away down the boulevard

If wings were made for people
No need to run for cover
We would fly way down the boulevard

Too bad that we
Never got to ring all the bells
Too bad that we
Never got over ourselves

If wings were made for people
We would fly away together
We would fly away down the boulevard

If wings were made for people
No need to run for cover
We would fly away down the boulevard

Too bad, too bad
It's just too bad
",Too Bad,['fear'],47745,folk rock,{'fear': 0.6313310861587524}
31836,Dover,"You better wash your hair
But today all my plans are staying in bed
No matter what they say
I'm all wrong
Told you this had happened before

You better stay the same
But today all I am is just starting to change
No matter what they say
I'm always wrong
Told you this had happened before

If you want to get there
Then move on
No one's gonna wait for you
So you better not stay long
No one's gonna wait for you
This is war!


You better wash your hair
But today all my plans are staying in bed
No matter what they say
I'm all wrong
Told you this had happened before

If you want to get there
Then move on
No one's gonna wait for you
So you better not stay long
No one's gonna wait for you
This is war!
",Straight to Jail,['anger'],11833,rock music,{'anger': 0.5972885489463806}
39429,Anne Clark,"Stumbling words and stuttering lips
Make the sentence complete
A death sentence complete

Create hell our of hopelessness
Confirm the failure of it all

Falling and calling
Falling and crawling
A Stick in the ground scratches your name
A scream in the darkness is searching
Again and again

Watching eyes wait for sadeness to rise
True superstitions combine and thicken
This poison that reaches my soul
This terror that blackens my soul

I must smile at your strategy
And laugh at your plan
And the execution of it all

Like death itself, love is rotting inside of me
But there'll be no protection for you; you cannot hide me

I am cold on a bed of ice
But like seasons I know it will pass
It will always return again though
A summer of love is a momentary and transient thing

Winter will always return again",Killing Time,['fear'],19426,new wave,{'fear': 0.9729664325714111}
4057,The Bouncing Souls,"Jack hammers outside my window woke me up again today
And all the voices in my head well its so hard to make them go away
Stayin out all night lookin' for something ill never find
I'm fighting myself, and I'm losing control of my mind

I reached out in anger I reached out in love
I lived a life of self abuse, I prayed to the heavens above--

Jack hammers outside my window woke me up again today
And all the voices in my head well its so hard to make them go away
Looking for some new stimulation, but all of these things, they just never last
I know I have to move forward, but I keep holding on to the past

I just want to be happy with the way things are
I just want to look up at the sky at night, and appreciate the stars

Destruction leaves an empty space
In emptiness again I begin to create
Feeling good again now, in some new kind of way
Feeling good again now...",Apartment 5F,['anger'],4057,punk rock,{'anger': 0.7251489758491516}
1759,Dean Martin,"This couldn't happen again
This is that once in a lifetime
This is the thrill divine
What's more, this never happened before
Though I have prayed for a lifetime
That such as you would suddenly be mine
Mine to hold as I""m holding you now and yet never so near
Mine to have when the now and the here disappear
What matters, dear, for when
This doesn't happen again
We'll have this moment forever
But never, never, again
 
Again, this couldn't happen again
This is that once in a lifetime
This is the thrill divine
What's more, this never happened before
Though I have prayed for a lifetime
That such as you would suddenly be mine
Mine to hold as I""m holding you now and yet never so near
Mine to have when the now and the here disappear
What matters, dear, for when
This doesn't happen again
We'll have this moment forever
",Again,['fear'],1759,electropop,{'fear': 0.6795570254325867}
41690,The Blind Boys of Alabama,"I have lived a life of sin, in this world I'm living in
I have done forbidden things I shouldn't do
I ask a beggar along the way if he could tell me where to stay
Where I could find real happiness and love that's true
Across the bridge there's no more sorrow
Across the bridge there's no more pain
The sun will shine across the river
And you'll never be unhappy again

Follow the footsteps of the King, till you hear the voices ring
They'll be singing out the glory of the land
The river Jordan will be new,and the sound of trumpet you will hear
And you'll behold the most precious place never known to man
Across the bridge there's no more sorrow...
Across the bridge there's no more sorrow...",Across the Bridge,['sadness'],21687,gospel music,{'sadness': 0.9715446829795837}
49055,August Burns Red,"Ordinary men don't find their own way (find their own way)
It's in the struggle that we can finally see
I'll never forget how I felt so far away 
When fear waged war and wore down on me

What do you say when you can't get the words out
Can you hear me
Don't let me down
What do you say when you can't get the words out
Can you hear me
Don't let me down
Can you hear me
Don't let me down

Put your fear away
Push it off the edge so that left is who you are
Stand tall against the waves in the ocean
You must be brave when it's sink or swim

Rest comes to the weary
We're so tired of losing (we're so tired of losing)

The sun will break through
You'll get what you need (you'll get what you need)
The sun will break through
You'll get what you need

Wait to speak until you find the words to say
They'll come
I promise they'll come
You'll hear them out loud without forcing the words out
Put all your fear away

Ordinary men don't find their own way
It's in the struggle that we can finally see
I'll never forget how I felt so far away 
When fear waged war and wore down on me

Bravery will find you when your head is hung low
Your fear is like a fever
It too will go",Everlasting Ending,['fear'],29052,metalcore,{'fear': 0.986155092716217}
35417,Willy Northpole,"Yea, yea
Yea yea
Willy Northpole, B.O.B

[Repeat: x2]
Yea, well I'm a
Hood dreamer
Hood dreamin' all of my life
I'm a dreamer
I can get my dream if I try
Hood dreamer
Hood dreamin' all of my life
A Hood dreamer
If you feel me put yo hands in the sky

Yea, willy gotta get that dough
American hustler flow
For the low
Gs up gotta let these buster go
Jealous where I can't
Go
Up in the kitchen with a bank roll
Probation
Still in the club
Bracelet on my ankle
Yup
That's my family tree
Cash rules everything around me
Tell Donnells where I wanna be
Clientele
That is what I wanna see
H double O D
I'm so used to poverty
Now I got these chickens on me
Like I won the lottery
Last night I had a dream
Willy met Ludacris
Sittin' in his black beam
Give it time
You'll be rich
Ever since willy did it big
So elephant
M.O.B. B.O.B
Somebody tell em shit

[Repeat: x2]
Yea, well I'm a
Hood dreamer
Hood dreamin' all of my life
I'm a dreamer
I can get my dream if I try
Hood dreamer
Hood dreamin' all of my life
A Hood dreamer
If you feel me put yo hands in the sky

Yea, P-V-S glistening
Never had a pot to piss in
Too much dope for competition
Why would I want to stop and diss him?
We from the same
No need to bang
Understand the lanes
You go here
I go there
Yo go lion
I'll go bear
We can share
Yea in the jungle too much food on the plate
Nah Nah Nah he ain't my friend so I had to move on that fate
Let 'em hate it's a fact
I'm a cloud and he's a doormat
I used to ceram rap now
I surround rap
Went from double up sales to
Double X L
Had nothing in my pocket now my face is on the shelf
I was FED X and UPS hey what's in the box you'll be guessing
I was stressing hopin' that it land now I'm the man cause I'm a

[Repeat: x2]
Yea, well I'm a
Hood dreamer
Hood dreamin' all of my life
I'm a dreamer
I can get my dream if I try
Hood dreamer
Hood dreamin all of my life
A Hood dreamer
If you feel me put yo hands in the sky

Livin' in the city
All I ever seen was diamonds and women
24/7 on my television
So good hood livin' is what I envision
In the hood sleepin'
Livin' in the city
All I ever seen was diamonds and women
24/7 on my television
So good hood livin' is what I envision
In the hood sleepin'

[Repeat: x2]
Yea, well I'm a
Hood dreamer
Hood dreamin' all of my life
I'm a dreamer
I can get my dream if I try
Hood dreamer
Hood dreamin' all of my life
A Hood dreamer
If you feel me put yo hands in the sky

Yea, this if for the ghetto kids all over the world
Keep ya head to the sky",Hood Dreamer,['neutral'],15414,hip-hop,{'neutral': 0.40590476989746094}
1400,Dead to Fall,"The hands of time
Are frozen in this moment
I can't spit it out
For fear has overtaken my voice

Waiting seems impossible
Different stages
Waiting seems impossible
Different stages

Waiting seems predictable
Different ideas
It is I that will have to live with this
I, betrayer of hearts, I, servant of sorrow

Hear I am, the worthless king
Join my legions of heartless
Here I am the worthless king
Join my legions of heartless
Here I am the worthless king
Join my legions of useless

Wandering the great depths
Searching the canyons for truth
Discovering every darkness
Bringing its ugliness into new light

It's come down to this, all or nothing
Our choice, decide, decide our suffering
It is I that will have to live with this
I, betrayer of hearts, I, servant of sorrow
",Servant of Sorrow,['sadness'],1400,punk rock,{'sadness': 0.9308193325996399}
58908,Buffalo Springfield,"Listen to my song
It isn't very long
You'll see before I'm gone
That everybody's wrong

Those of us who run
To catch a moment in the sun
Seem to find the when we're done
That we weren't supposed to run

And there's to many words going down
They keep wringing 'gainst the walls with a hollow sound
All about what it's going to be
Yes, you know what it was you'll see
It ain't payin', you and me not a crown

Finding what you sought
After all the times you've fought
Sometimes leave's you with the thought
That perhaps you just been bought

And there's to many words going down
They keep wringing 'gainst the walls with a hollow sound
All about what it's going to be
Yes, you know what it was you'll see
It ain't payin', you and me not a crown

Finding what you sought
After all the times you've fought
Sometimes leave's you with the thought
That perhaps you just been bought",Everybody's Wrong,['neutral'],38905,folk rock,{'neutral': 0.763815701007843}
36412,Deicide,"Vengeance will be mine, take what is yours and leave you to die,
Fortune unachieved, riddled with spite, destroying your life,
Liar that you are, facing yourself; you think you're a star,
Backstab you will see, standing alone, and loosing your dream,
After you and me, what will you do, when nothing's for free?
Patient as can be, washing my hands, of this whole fuckin' thing,
This is what you want; It is what you wish,
Throw away the one, I will not forgive,
Never was it true, anything you said,
Once I'm rid of you, turn your life to shit,
Vengeance will be mine, satisfy my sign.

Vengeance will be mine, no holding back when I'm dealing with time,
Extort reasoning; suffer a loss like you cannot believe,
Damage has begun, wasting away in your world of just one,
Laughter in your ears, driving you mad, it all disappears,
The end I see, never recover from what has to be.
Settle the score, denied my presence, will be my reward.
This is what you want; it is what you wish,
Throw away the one, I will not forgive,
Never was it true, anything you said,
Once I'm rid of you, turn your life to shit,
Vengeance will be mine, a testament to time.",Vengeance Will Be Mine,['anger'],16409,death metal,{'anger': 0.8852604627609253}
30446,Genesis,"No-one seems to take up the chase, and with the familiar faces fresh in his mind he moves into a reconstruction of his old life, above ground - Too much time was one thing he didn't need, so he used to cut through it with a little speed. He was better off dead, than slow in the head. His momma and poppa had taken a ride on his back, so he left very quickly to join The Pack. 


I see faces and traces of home back in New York City -
So you think I'm a tough kid? Is that what you heard?
Well I like to see some action and it gets into my blood.
The call me the trail blazer - Rael - electric razor
I'm the pitcher in the chain gang, we don't believe in pain
'Cause we're only as strong, yes we're only as strong,
As the weakest link in the chain.


Only after a spell in Pontiac reformatory was he given any respect in the gang. 

Let me out of Pontiac when I was just seventeen,
I had to get it out of me, if you know what I mean, what I mean.

You say I must be crazy, 'cause I don't care who I hit, who I hit.
But I know it's me that's hitting out and I'm, I'm not full of shit.
I don't care who I hurt, I don't care who I do wrong.
This is your mess I'm stuck in, I really don't belong.
When I take out my bottle, filled up high with gasoline,
You can tell by the night fires where Rael has been, has been.


Now, walking back home after a raid, he was cuddling a sleeping porcupine.
That night he pictured the removal of his hairy heart and to the accompaniment of very romantic music he watched it being shaved smooth by an anonymous stainless steel razor. 


As I cuddled the porcupine
He said I had none to blame, but me.
Held my heart, deep in hair,
Time to shave, shave it off, it off.
No time for romantic escape,
When your fluffy heart is ready for rape. No!
Off we go...

Your sitting in your comfort you don't believe I'm real,
You cannot buy protection from the way that I feel.
Your progressive hypocrites hand out their trash,
But it was mine in the first place, so I'll burn it to ash.
And I've tasted all the strongest meats,
And laid them down in coloured sheets (laid them down in coloured
Sheets).
Who needs illusion of love and affection
When you're out walking the streets with your mainline connection?
Connection.

As I cuddled the porcupine
He said I had none to blame, but me.
Held my heart, deep in hair.
Time to shave, shave it off, it off.
No time for romantic escape,
When your fluffy heart is ready for rape. No!",Back in N.Y.C.,['neutral'],10443,hip-hop,"{'disgust': 0.39362040162086487, 'neutral': 0.290012925863266}"
45576,Throwing Muses,"I brought this bottle here for you, 
Can't you drink it?
I brought this body here for you, 
Don't you want it?
Say goodbye, 

Kick her legs, kick her down
I bought this pocketknife for you, 
Don't you use it?
I bought this ball and chain for you, 
Don't you wear it?",Say Goodbye,['anger'],25573,contemporary R&B,"{'fear': 0.5502262711524963, 'anger': 0.33267804980278015}"
45830,Thyrfing,"In primordial times, when Ginnungagap empty stared
Before Ymers death, before our triumphant dominion
There was nothing
No sea, no waves
No earth, no heaven

A frostcovered stone created
Bure, father of Bur, Bestlas husband

Bestla, daughter of Boltorn
And mother of three
Oden, Vile and Ve

Ymer's assassins, Svears creators

[Chorus:]
Oden - spirit and life you gave
Vile - intellect was your gift
Ve - completed the heathen warrior
And Sweoland sets sail to plunder

With will as strong as the heart of Hrungner
They sat the world ablaze
Usurpers of Ethelreds british isles
Conquerors of western Frankia
And crushers of Irish strongholds

The flesh of a giant bears the mark of their tribe
And his blood carried them forth to glory

""Never before has such terror appeared
as we now have suffered from a pagan race""

""Nor was it thought possible
that such an inroad from the sea could be made""

[Chorus:]
Oden - spirit and life you gave
Vile - intellect was your gift
Ve - completed the heathen warrior
And Sweoland sets sail to plunder

""Shrines were desecrated
Ornaments were plundered
The bodies of saints were trampled
The blood of priests was spilled""",Sweoland Conqueror,['fear'],25827,viking metal,{'fear': 0.8005889654159546}
2059,Pete Seeger,"When something in my history is found
Which contradicts the views that I propound
Or shows that I perhaps am not the guy I claim to be
Here's what I usually do

[Chorus]
I lie
I simply boldly falsify
I look the other feller in the eye
And just deny, deny, deny
I lie

I don t apologize. Not me. Instead
I say I never said the things I said
Nor did the things some people saw me do
When confronted by some things they know are true

[Chorus]

I hate those weasel words some slickies use
To blur their past or muddy up their views
Not me. I'm blunt. One thing that makes me great
Is that I'll never dodge nor obfuscate

[Chorus]",The Ross Perot Guide to Answering Embarrassing Questions,['anger'],2059,traditional folk music,{'anger': 0.6449589729309082}
39888,Rod Stewart,"Wake up, Maggie I think I got something to say to you
It's late September and I really should be back at school
I know I keep you amused, but I feel I'm being used
Oh, Maggie, I couldn't have tried any more
You led me away from home 
Just to save you from being alone
You stole my heart, and that's what really hurts
 
The morning sun, when it's in your face really shows your age
But that don't worry me none in my eyes, you're everything

I laughed at all of your jokes
My love you didn't need to coax
Oh, Maggie, I couldn't have tried any more

You led me away from home
Just to save you from being alone
You stole my soul, and that's a pain I can do without.

All I needed was a friend to lend a guiding hand
But you turned into a lover, and, mother, what a lover you wore me out
All you did was wreck my bed
And, in the morning, kick me in the head
Oh, Maggie, I couldn't have tried any more
You led me away from home
'Cause you didn't want to be alone
You stole my heart, I couldn't leave you if I tried
 
I suppose I could collect my books and get on back to school
Or steal my daddy's cue and make a living out of playing pool
Or find myself a rock 'n' roll band 
That needs a helping hand
Oh, Maggie, I wish I'd never seen your face
You made a first-class fool out of me
But I'm as blind as a fool can be
You stole my heart, but I love you anyway

Maggie I wish that I'd never seen your face
I'll get a ride home one of these days",Maggie May [BBC Radio 1 Performance] [#],['fear'],19885,rock music,{'fear': 0.6502901911735535}
47820,Fats Waller,"No one to talk with
All by myself
No one to walk with
But I'm happy on the shelf
Ain't misbehavin'
I'm savin' my love for you

I know for certain
The one I love
I'm through with flirtin'
It's just you I'm thinkin' of
Ain't misbehavin'
I'm savin' my love for you

Like Jack Horner
In the corner
Don't go nowhere
What do I care?
Your kisses are worth waitin' for
Believe me

I don't stay out late
Don't care to go
I'm home about eight
Just me and my radio
Ain't misbehavin'
I'm savin' my love for you

Like Jack Horner
In the corner
Don't go nowhere
What do I care?
Your kisses are worth waitin' for
Believe me

I don't stay out late
Don't care to go
I'm home about eight
Just me and my radio
Ain't misbehavin'
I'm savin' my love for you",Blues,['joy'],27817,jazz,{'joy': 0.8742360472679138}
39776,Rod Stewart,"The Nearness Of You 
It's not the pale moon that excites me
That thrills and delights me, oh no
It's just the nearness of you

It isn't your sweet conversation
That brings this sensation, oh no
It's just the nearness of you

When you're in my arms and I feel you so close to me
All my wildest dreams come true

I need no soft lights to enchant me
But if you'll only grant me the right
To hold you ever so tight
And to feel in the night ooh the nearness of you

When you're in my arms and I feel you so close to me
All my wildest dreams come true

I need no soft lights to enchant me
But if you'll only grant me the right
To hold you ever so tight
And to feel in the night the nearness of you",The Nearness of You,['joy'],19773,rock music,"{'fear': 0.5979205965995789, 'joy': 0.34735044836997986}"
